State,Constituency,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Result
Karnataka,Belgaum,NITIN ASHOK MHADAGUT,Independent,1286,24,1310,0.09,Lost
Karnataka,Belgaum,PUNDALIK ITNAL,Independent,1062,37,1099,0.08,Lost
Karnataka,Belgaum,ASHOK P HANAJI,Independent,668,11,679,0.05,Lost
Karnataka,Belgaum,ASHPAKAHMAD USTAD,Independent,622,12,634,0.05,Lost
Karnataka,Belgaum,NOTA,None of the Above,5683,43,5726,0.41,Lost
Karnataka,Bellary,E. TUKARAM,Indian National Congress,729581,1264,730845,52.58,Won
Karnataka,Bellary,B. SREERAMULU,Bharatiya Janata Party,629813,2040,631853,45.46,Lost
Karnataka,Bellary,VALMIKI KRISHNAPPA,Bahujan Samaj Party,5901,10,5911,0.43,Lost
Karnataka,Bellary,C. CHANNAVEERA,Karnataka Rashtra Samithi,3794,3,3797,0.27,Lost
Karnataka,Bellary,CONDUCTOR PAMPAPATHI,Independent,2458,2,2460,0.18,Lost
Karnataka,Bellary,VEERESH,Independent,1862,8,1870,0.13,Lost
Karnataka,Bellary,A. DEVADAS,Socialist Unity Centre Of India (COMMUNIST),1739,2,1741,0.13,Lost
Karnataka,Bellary,MANJUNATHA GOSAL,Prahar Janshakti Party,1319,3,1322,0.1,Lost
Karnataka,Bellary,ARUN.S.HIREHAL,Independent,1281,1,1282,0.09,Lost
Karnataka,Bellary,G. SWAMY,Navabharath Sena,940,4,944,0.07,Lost
Karnataka,Bellary,NOTA,None of the Above,7871,18,7889,0.57,Lost
Karnataka,Bidar,SAGAR ESHWAR KHANDRE,Indian National Congress,665162,1155,666317,53.63,Won
Karnataka,Bidar,BHAGWANTH KHUBA,Bharatiya Janata Party,535766,1676,537442,43.26,Lost
Karnataka,Bidar,AMBADAS SOPANRAO HULSURE,Bahujan Bharat Party,5300,2,5302,0.43,Lost
Karnataka,Bidar,PUTARAJ,Bahujan Samaj Party,4541,13,4554,0.37,Lost
Karnataka,Bidar,DR. DINKAR MORE,Independent,4105,11,4116,0.33,Lost
Karnataka,Bidar,SRI ROPH ABDUL GANI,Independent,3101,3,3104,0.25,Lost
Karnataka,Bidar,SHIVRAJ ADIVEPPA SATWAR,Independent,3076,3,3079,0.25,Lost
Karnataka,Bidar,RAMVILAS RAMULALJI NAVANDAR,Independent,2694,0,2694,0.22,Lost
Karnataka,Bidar,RIYAZ AHMED,Independent,1710,1,1711,0.14,Lost
Karnataka,Bidar,MOHD. SHAFEEQ UR RAHAMAN,All India Ulama Congress,1684,10,1694,0.14,Lost
Karnataka,Bidar,JAIRAJ KASHAPPA BUKKA ADVOCATE,Independent,1493,0,1493,0.12,Lost
Karnataka,Bidar,BALBHEEM UNNE,Independent,1462,8,1470,0.12,Lost
Karnataka,Bidar,WASEEMUDDIN,Independent,1169,1,1170,0.09,Lost
Karnataka,Bidar,MAHESH GORNALKAR,Republican Party of India (A),974,7,981,0.08,Lost
Karnataka,Bidar,DILIP KADWAD,Independent,791,7,798,0.06,Lost
Karnataka,Bidar,GOPAL M.P. GARAMPALLI,Independent,765,2,767,0.06,Lost
Karnataka,Bidar,RAMESH J CHAVAN,Karnataka Rashtra Samithi,471,1,472,0.04,Lost
Karnataka,Bidar,RAMCHANDRA NARAYAN KACHAVE,Kranti Kari Jai Hind Sena,468,4,472,0.04,Lost
Karnataka,Bidar,NOTA,None of the Above,4674,12,4686,0.38,Lost
Karnataka,Bijapur,RAMESH JIGAJINAGI,Bharatiya Janata Party,669055,3726,672781,51.91,Won
Karnataka,Bijapur,RAJU ALAGUR.,Indian National Congress,593277,2275,595552,45.95,Lost
Karnataka,Bijapur,GANAPATI  RATHOD (HANJAGI),Karnataka Rashtra Samithi,7652,39,7691,0.59,Lost
Karnataka,Bijapur,BHOVI TARABAI,Independent,4342,11,4353,0.34,Lost
Karnataka,Bijapur,RAMJI YAMANAPPA BUDDHAPRIYA,Naki Bharatiya Ekta Party,2414,12,2426,0.19,Lost
Karnataka,Bijapur,NAGAJYOTI.B.N.,Socialist Unity Centre Of India (COMMUNIST),2375,17,2392,0.18,Lost
Karnataka,Bijapur,RAJAKUMAR APPANNA HONNAKATTI,Rashtriya Samaj Paksha,1784,10,1794,0.14,Lost
Karnataka,Bijapur,JITENDRA.ASHOK. KAMBLE,Republican Party of India (A),1605,18,1623,0.13,Lost
Karnataka,Bijapur,NOTA,None of the Above,7482,20,7502,0.58,Lost
Karnataka,Chamarajanagar,SUNIL BOSE,Indian National Congress,749926,1745,751671,54.87,Won
Karnataka,Chamarajanagar,BALARAJ.S,Bharatiya Janata Party,561056,1909,562965,41.1,Lost
Karnataka,Chamarajanagar,M.KRISHNA MURTHY,Bahujan Samaj Party,15819,84,15903,1.16,Lost
Karnataka,Chamarajanagar,C.M.KRISHNA,Dr. Ambedkar People's Party,8074,15,8089,0.59,Lost
Karnataka,Chamarajanagar,G.D.RAJAGOPAL (H.D.KOTE),Independent,3949,5,3954,0.29,Lost
Karnataka,Chamarajanagar,SUMA.S,Socialist Unity Centre Of India (COMMUNIST),3821,5,3826,0.28,Lost
Karnataka,Chamarajanagar,MAHADEVASWAMY B M (PAMPI),Independent,3414,7,3421,0.25,Lost
Karnataka,Chamarajanagar,H.K.SWAMY HARADANAHALLI,Independent,3206,2,3208,0.23,Lost
Karnataka,Chamarajanagar,PATAS PRADEEP KUMAR.M,Independent,1969,17,1986,0.14,Lost
Karnataka,Chamarajanagar,KADAMBA. NAA. AMBARISH,Independent,1738,5,1743,0.13,Lost
Karnataka,Chamarajanagar,NINGARAJU.S,Karnataka Jantha Paksha,1406,5,1411,0.1,Lost
Karnataka,Chamarajanagar,KANDALLI MAHESH,Karnataka Rashtra Samithi,1249,3,1252,0.09,Lost
Karnataka,Chamarajanagar,NINGARAJ.G,Independent,1236,11,1247,0.09,Lost
Karnataka,Chamarajanagar,PRASANNA KUMAR.B,Karnataka Praja Party (RaithaParva),972,6,978,0.07,Lost
Karnataka,Chamarajanagar,NOTA,None of the Above,8094,49,8143,0.59,Lost
Karnataka,Chikkballapur,DR.K.SUDHAKAR,Bharatiya Janata Party,819588,3031,822619,53.74,Won
Karnataka,Chikkballapur,M.S. RAKSHA RAMAIAH,Indian National Congress,657489,1670,659159,43.06,Lost
Karnataka,Chikkballapur,MUNIVENKATAPPA M.P,Communist Party of India  (Marxist),4546,11,4557,0.3,Lost
Karnataka,Chikkballapur,MAHADEV. P,Bahujan Samaj Party,4428,12,4440,0.29,Lost
Karnataka,Chikkballapur,RAJANNA,Independent,3759,5,3764,0.25,Lost
Karnataka,Chikkballapur,RAJA REDDY,Independent,3377,4,3381,0.22,Lost
Karnataka,Chikkballapur,KALAVATHI. N,Socialist Unity Centre Of India (COMMUNIST),2736,8,2744,0.18,Lost
Karnataka,Chikkballapur,VALASAPALLI UTAPPA,Independent,2152,10,2162,0.14,Lost
Karnataka,Chikkballapur,VENKATESHMURTHY.V,Uttama Prajaakeeya Party,2015,5,2020,0.13,Lost
Karnataka,Chikkballapur,D. SUDHAKARA,Independent,1678,11,1689,0.11,Lost
Karnataka,Chikkballapur,SUDHAKAR. N,Independent,1581,10,1591,0.1,Lost
Karnataka,Chikkballapur,G N RAVI,Independent,1462,3,1465,0.1,Lost
Karnataka,Chikkballapur,BHASKAR ANKALAMADUGU SHIVAREDDY,Independent,1363,4,1367,0.09,Lost
Karnataka,Chikkballapur,CHANDRASHEKAR. H.C,Independent,1270,12,1282,0.08,Lost
Karnataka,Chikkballapur,MOHITH NARASIMHAMURTHY,Independent,1222,7,1229,0.08,Lost
Karnataka,Chikkballapur,V.N. NARASIMHAMURTHY VADIGERE,Independent,1212,6,1218,0.08,Lost
Karnataka,Chikkballapur,G.N. VENKATESH B.A.L.L.B,Independent,1199,8,1207,0.08,Lost
Karnataka,Chikkballapur,DEVARAJ CORONA WARRIOR,Independent,1168,9,1177,0.08,Lost
Karnataka,Chikkballapur,G SUBRAMANI SHETTY,Karnataka Rashtra Samithi,869,3,872,0.06,Lost
Karnataka,Chikkballapur,DR. M.R. RANGANATHA,Independent,850,7,857,0.06,Lost
Karnataka,Chikkballapur,NAGESH. S,Digvijaya Bharatha Party,843,7,850,0.06,Lost
Karnataka,Chikkballapur,T.R. NARAYANA RAO,Indian Labour Party (Ambedkar Phule),757,5,762,0.05,Lost
Karnataka,Chikkballapur,"C.V.  LOKESH GOWDA, B.E",Independent,691,10,701,0.05,Lost
Karnataka,Chikkballapur,D. CHINNAPPA,Independent,616,3,619,0.04,Lost
Karnataka,Chikkballapur,SANDESH.G,Independent,588,6,594,0.04,Lost
Karnataka,Chikkballapur,NASURULLA,Independent,579,4,583,0.04,Lost
Karnataka,Chikkballapur,K. VENKATESH,Independent,469,5,474,0.03,Lost
Karnataka,Chikkballapur,T VENKATA SIVUDU,Independent,434,6,440,0.03,Lost
Karnataka,Chikkballapur,G N. KODANDAREDDY,Independent,399,2,401,0.03,Lost
Karnataka,Chikkballapur,NOTA,None of the Above,6545,51,6596,0.43,Lost
Karnataka,Chikkodi,PRIYANKA SATISH JARKIHOLI,Indian National Congress,710823,2638,713461,51.21,Won
Karnataka,Chikkodi,ANNASAHEB SHANKAR JOLLE,Bharatiya Janata Party,618168,4459,622627,44.69,Lost
Karnataka,Chikkodi,KALLOLIKAR SHAMBHU KRISHNA,Independent,25351,115,25466,1.83,Lost
Karnataka,Chikkodi,SAMMED SARADAR VARDHAMANE,Independent,5351,2,5353,0.38,Lost
Karnataka,Chikkodi,SHRENIK ANNASAHEB JANGATE,Independent,5179,2,5181,0.37,Lost
Karnataka,Chikkodi,APPASAHEB SHRIPATI KURANE,Sarva Janata Party,4635,19,4654,0.33,Lost
Karnataka,Chikkodi,VILAS MANNUR,Independent,4143,7,4150,0.3,Lost
Karnataka,Chikkodi,SATTEPPA DASHARATH KALELI,Bharatheeya Jawan Kisan Party,1304,15,1319,0.09,Lost
Karnataka,Chikkodi,YASIN SHIRAJUDDIN PATAKI,Independent,1279,2,1281,0.09,Lost
Karnataka,Chikkodi,KASHINATH KALLAPPA KURANI,Independent,1097,11,1108,0.08,Lost
Karnataka,Chikkodi,MAHESH ASHOK KASAR,Independent,1002,7,1009,0.07,Lost
Karnataka,Chikkodi,MOHAN GURAPPA MOTANNAVAR,Independent,938,8,946,0.07,Lost
Karnataka,Chikkodi,KUMAR SAMBHAJI DONGARE,Karnataka Rashtra Samithi,930,11,941,0.07,Lost
Karnataka,Chikkodi,PAVANKUMAR BABURAV MALAGE,Bahujan Bharat Party,655,11,666,0.05,Lost
Karnataka,Chikkodi,DR|| KADAYYA HIREMATH (SWAMIJI),Independent,642,5,647,0.05,Lost
Karnataka,Chikkodi,BHIMASEN DATTU SANADI,Independent,614,5,619,0.04,Lost
Karnataka,Chikkodi,GAJANAN L. PUJARI,Independent,591,9,600,0.04,Lost
Karnataka,Chikkodi,JITENDRA SUBHASH NERLE,Independent,452,5,457,0.03,Lost
Karnataka,Chikkodi,NOTA,None of the Above,2571,37,2608,0.19,Lost
Karnataka,Chitradurga,GOVIND MAKTHAPPA KARJOL,Bharatiya Janata Party,681217,3673,684890,50.11,Won
Karnataka,Chitradurga,B.N.CHANDRAPPA,Indian National Congress,634152,2617,636769,46.58,Lost
Karnataka,Chitradurga,ASHOKA CHAKRAVARTHI,Bahujan Samaj Party,7679,26,7705,0.56,Lost
Karnataka,Chitradurga,NARASIMHARAJU. C.N.,Karnataka Rashtra Samithi,4932,18,4950,0.36,Lost
Karnataka,Chitradurga,SRINIVASAPURADA SRINIVASABABU PAVAGADA,Independent,4539,9,4548,0.33,Lost
Karnataka,Chitradurga,"B. VENKATESHA, SHILPI",Independent,4196,5,4201,0.31,Lost
Karnataka,Chitradurga,MANJUNATHA SWAMY T,Independent,2652,24,2676,0.2,Lost
Karnataka,Chitradurga,BHUTHARAJA. V.S.,Independent,2386,11,2397,0.18,Lost
Karnataka,Chitradurga,RAGHU KUMAR .S,Independent,2318,19,2337,0.17,Lost
Karnataka,Chitradurga,RAMESH NAIK .T.,Uttama Prajaakeeya Party,2187,19,2206,0.16,Lost
Karnataka,Chitradurga,NAGARAJAPPA,Independent,1674,5,1679,0.12,Lost
Karnataka,Chitradurga,K  NARASHIMAMURTHY,Independent,1385,12,1397,0.1,Lost
Karnataka,Chitradurga,SUDHAKARA .R,Independent,1201,10,1211,0.09,Lost
Karnataka,Chitradurga,TULASI.H,Independent,1065,17,1082,0.08,Lost
Karnataka,Chitradurga,GANESH.,Independent,1048,45,1093,0.08,Lost
Karnataka,Chitradurga,SHABAREESH.,Karunada Sevakara Party,1014,4,1018,0.07,Lost
Karnataka,Chitradurga,SUJATHA .D.,Socialist Unity Centre Of India (COMMUNIST),996,18,1014,0.07,Lost
Karnataka,Chitradurga,DR M.P. DARAKESWARAIAH,Independent,982,10,992,0.07,Lost
Karnataka,Chitradurga,AMRUTH RAJA.,Independent,804,30,834,0.06,Lost
Karnataka,Chitradurga,B.T. RAMASUBBAIAH,Indian Movement Party,718,2,720,0.05,Lost
Karnataka,Chitradurga,NOTA,None of the Above,3156,34,3190,0.23,Lost
Karnataka,Dakshina Kannada,CAPTAIN BRIJESH CHOWTA,Bharatiya Janata Party,760130,4002,764132,53.97,Won
Karnataka,Dakshina Kannada,PADMARAJ.R.POOJARY,Indian National Congress,612103,2821,614924,43.43,Lost
Karnataka,Dakshina Kannada,KANTHAPPA ALANGAR,Bahujan Samaj Party,4202,30,4232,0.3,Lost
Karnataka,Dakshina Kannada,DURGA PRASAD,Karunada Sevakara Party,2578,14,2592,0.18,Lost
Karnataka,Dakshina Kannada,SUPREETH KUMAR POOJARY  KATEEL,Independent,1884,17,1901,0.13,Lost
Karnataka,Dakshina Kannada,MAXIM PINTO,Independent,1654,36,1690,0.12,Lost
Karnataka,Dakshina Kannada,PRAJAAKEEYA MANOHARA,Uttama Prajaakeeya Party,964,7,971,0.07,Lost
Karnataka,Dakshina Kannada,DEEPAK RAJESH COELHO,Independent,950,26,976,0.07,Lost
Karnataka,Dakshina Kannada,RANJINI. M,Karnataka Rashtra Samithi,758,18,776,0.05,Lost
Karnataka,Dakshina Kannada,NOTA,None of the Above,23515,61,23576,1.67,Lost
Karnataka,Davanagere,DR. PRABHA MALLIKARJUN,Indian National Congress,631453,1606,633059,47.95,Won
Karnataka,Davanagere,GAYITHRI SIDDESHWARA,Bharatiya Janata Party,604531,2434,606965,45.97,Lost
Karnataka,Davanagere,G.B.VINAY KUMAR,Independent,42624,283,42907,3.25,Lost
Karnataka,Davanagere,T.JABEENA AAPA,Independent,5127,1,5128,0.39,Lost
Karnataka,Davanagere,D. HANUMANTHAPPA,Bahujan Samaj Party,4462,13,4475,0.34,Lost
Karnataka,Davanagere,TASLIM BANU,Independent,4140,1,4141,0.31,Lost
Karnataka,Davanagere,T.CHANDRU,Independent,3043,0,3043,0.23,Lost
Karnataka,Davanagere,G.M.GAYITRI SIDDESHI,Independent,2453,11,2464,0.19,Lost
Karnataka,Davanagere,PARAVEEJ.H,Independent,1867,2,1869,0.14,Lost
Karnataka,Davanagere,ESHWARA SHENGA,Uttama Prajaakeeya Party,1424,6,1430,0.11,Lost
Karnataka,Davanagere,A.K.GANESH,Independent,1054,1,1055,0.08,Lost
Karnataka,Davanagere,M.C.SREENIVAS,Bharatiya Prajagala Kalyana Paksha,968,5,973,0.07,Lost
Karnataka,Davanagere,SYED ZABIULLA.K,Independent,843,1,844,0.06,Lost
Karnataka,Davanagere,ANABERU THIPPESWAMY,Socialist Unity Centre Of India (COMMUNIST),842,7,849,0.06,Lost
Karnataka,Davanagere,SALEEM S,Independent,799,0,799,0.06,Lost
Karnataka,Davanagere,MOHAMED HAYATH.M,Independent,721,1,722,0.05,Lost
Karnataka,Davanagere,ABDUL NAZEER AHAMMED,Independent,651,1,652,0.05,Lost
Karnataka,Davanagere,RASHEED KHAN,Independent,599,1,600,0.05,Lost
Karnataka,Davanagere,M.G.SRIKANTH,Navabharath Sena,555,6,561,0.04,Lost
Karnataka,Davanagere,M.P. KHALANDAR,Country Citizen Party,536,3,539,0.04,Lost
Karnataka,Davanagere,PEDDAPPA S,Independent,506,2,508,0.04,Lost
Karnataka,Davanagere,G.M.BARKATH ALI BASHA,Independent,470,1,471,0.04,Lost
Karnataka,Davanagere,K.S. VEERBHADRAPPA,Karnataka Rashtra Samithi,466,9,475,0.04,Lost
Karnataka,Davanagere,VEERESH.S (LION VEERESH),Rani Chennamma Party,457,1,458,0.03,Lost
Karnataka,Davanagere,DODDESH.H.S,Janahitha Paksha,439,1,440,0.03,Lost
Karnataka,Davanagere,BARKATH ALI,Independent,409,2,411,0.03,Lost
Karnataka,Davanagere,MANJU. MARIKOPPA,Independent,376,2,378,0.03,Lost
Karnataka,Davanagere,RUDRESHA.K.H,Samaj Vikas Kranti Party,346,2,348,0.03,Lost
Karnataka,Davanagere,RAVINAIK. B,Independent,317,3,320,0.02,Lost
Karnataka,Davanagere,MAHABUB BASHA,Independent,308,0,308,0.02,Lost
Karnataka,Davanagere,NOTA,None of the Above,3165,11,3176,0.24,Lost
Karnataka,Dharwad,PRALHAD JOSHI,Bharatiya Janata Party,713649,2582,716231,52.41,Won
Karnataka,Dharwad,VINOD ASOOTI,Indian National Congress,617616,1291,618907,45.29,Lost
Karnataka,Dharwad,SHAKEELAHMAD.D.MULLA,Independent,5866,6,5872,0.43,Lost
Karnataka,Dharwad,S. S. PATIL,Independent,5153,8,5161,0.38,Lost
Karnataka,Dharwad,RAJU ANANTSA NAIKWADI,Independent,3601,0,3601,0.26,Lost
Karnataka,Dharwad,JAVEED AHAMED BELGAUMKAR.,Naki Bharatiya Ekta Party,3551,7,3558,0.26,Lost
Karnataka,Dharwad,SHARANABASAV GONAVAR,Socialist Unity Centre Of India (COMMUNIST),1148,19,1167,0.09,Lost
Karnataka,Dharwad,BALANAGOUDRA MALLIKARJUNAGOUDA,Independent,986,1,987,0.07,Lost
Karnataka,Dharwad,TAKAPPA YALLAPPA KALAL,Prahar Janshakti Party,901,4,905,0.07,Lost
Karnataka,Dharwad,BUGADI BASAVALINGAPPA IRAPPA,Uttama Prajaakeeya Party,796,4,800,0.06,Lost
Karnataka,Dharwad,NAGARAJ. KARENNAVAR.,Karnataka Rashtra Samithi,553,2,555,0.04,Lost
Karnataka,Dharwad,PRAVEEN H. H.,Independent,545,3,548,0.04,Lost
Karnataka,Dharwad,DR. GURAPPA H IMRAPUR,Independent,510,4,514,0.04,Lost
Karnataka,Dharwad,BANKAPUR SHOUKATALI,Tipu Sultan Party,464,9,473,0.03,Lost
Karnataka,Dharwad,VINOD DASHARATH GHODKE,"Proutist Bloc, India",409,2,411,0.03,Lost
Karnataka,Dharwad,VENKATESH PRASAD. H,Indian Labour Party (Ambedkar Phule),334,3,337,0.02,Lost
Karnataka,Dharwad,MOHAMMED ISMAIL MUKTI,Bharatiya Prajagala Kalyana Paksha,313,4,317,0.02,Lost
Karnataka,Dharwad,NOTA,None of the Above,6126,21,6147,0.45,Lost
Karnataka,Gulbarga,RADHAKRISHNA,Indian National Congress,650623,1698,652321,49.78,Won
Karnataka,Gulbarga,DR. UMESH G JADHAV,Bharatiya Janata Party,622615,2501,625116,47.7,Lost
Karnataka,Gulbarga,HUCHESHWARA WATHAR GOUR,Bahujan Samaj Party,7871,17,7888,0.6,Lost
Karnataka,Gulbarga,SUNDAR,Independent,3675,2,3677,0.28,Lost
Karnataka,Gulbarga,JYOTI RAMESH CHAVAN,Independent,2787,18,2805,0.21,Lost
Karnataka,Gulbarga,SHARANAPPA (PINTU),Independent,1879,5,1884,0.14,Lost
Karnataka,Gulbarga,TARABAI BHOVI,Independent,1546,4,1550,0.12,Lost
Karnataka,Gulbarga,RAMESH BHIMSING CHAVAN,Independent,1332,2,1334,0.1,Lost
Karnataka,Gulbarga,ANAND SINNUR,Independent,1271,9,1280,0.1,Lost
Karnataka,Gulbarga,NAGENDRA RAO,Uttama Prajaakeeya Party,1211,15,1226,0.09,Lost
Karnataka,Gulbarga,S.M.SHARMA,Socialist Unity Centre Of India (COMMUNIST),1136,8,1144,0.09,Lost
Karnataka,Gulbarga,RAJKUMAR,BhartiyaBahujanKranti Dal,702,7,709,0.05,Lost
Karnataka,Gulbarga,VIJAY JADHAV,Karnataka Rashtra Samithi,555,5,560,0.04,Lost
Karnataka,Gulbarga,B. VIJAYKUMAR CHINCHANSOORKAR,Prahar Janshakti Party,548,6,554,0.04,Lost
Karnataka,Gulbarga,NOTA,None of the Above,8416,13,8429,0.64,Lost
Karnataka,Hassan,SHREYAS. M. PATEL,Indian National Congress,670274,2714,672988,49.67,Won
Karnataka,Hassan,PRAJWAL REVANNA,Janata Dal  (Secular),626536,3803,630339,46.52,Lost
Karnataka,Hassan,GANGADHAR BAHUJAN,Bahujan Samaj Party,12068,105,12173,0.9,Lost
Karnataka,Hassan,DEVARAJ M.Y,Karnataka Rashtra Samithi,6033,24,6057,0.45,Lost
Karnataka,Hassan,H D REVANNA,Purvanchal Mahapanchayat,4256,16,4272,0.32,Lost
Karnataka,Hassan,BASAVARAJU J.D (EX-ARMY),Independent,3983,80,4063,0.3,Lost
Karnataka,Hassan,SANTHOSH B.N,Independent,3444,5,3449,0.25,Lost
Karnataka,Hassan,HEMANTH GAVEESH,Independent,3277,4,3281,0.24,Lost
Karnataka,Hassan,PRATHAPA K.A,Uttama Prajaakeeya Party,3213,37,3250,0.24,Lost
Karnataka,Hassan,S.K. NINGARAJA,Bahujan Bharat Party,1710,20,1730,0.13,Lost
Karnataka,Hassan,B.N. SURESHA (SURESHGOWDA),Independent,1409,9,1418,0.1,Lost
Karnataka,Hassan,SIDDABHOVI,Independent,940,47,987,0.07,Lost
Karnataka,Hassan,SHIVARAJ. B,Republican Party of India Bharatha,843,5,848,0.06,Lost
Karnataka,Hassan,R.G. SATHISHA RAMEDEVARAPURA,Independent,823,46,869,0.06,Lost
Karnataka,Hassan,K.R. GANGADHARAPPA,Independent,734,8,742,0.05,Lost
Karnataka,Hassan,NOTA,None of the Above,8470,71,8541,0.63,Lost
Karnataka,Haveri,BASAVARAJ BOMMAI,Bharatiya Janata Party,702189,3349,705538,50.55,Won
Karnataka,Haveri,ANANDSWAMY GADDADEVARMATH,Indian National Congress,660191,1834,662025,47.43,Lost
Karnataka,Haveri,SUNANDA KARIYAPPA SHIRHATTI,Independent,4705,2,4707,0.34,Lost
Karnataka,Haveri,KHAJAMOHIDDIN GUDAGERI,Socialist Party (India),3398,3,3401,0.24,Lost
Karnataka,Haveri,GANGADHAR BADIGER,Socialist Unity Centre Of India (COMMUNIST),2264,6,2270,0.16,Lost
Karnataka,Haveri,RUDRAPPA BASAPPA KUMBAR,Independent,1352,4,1356,0.1,Lost
Karnataka,Haveri,BASAVARAJ B HADI,Independent,1065,6,1071,0.08,Lost
Karnataka,Haveri,PRAJAKEEYA SACHINKUMAR KARJEKANNAVAR,Uttama Prajaakeeya Party,1058,14,1072,0.08,Lost
Karnataka,Haveri,DR. G H IMRAPUR,Independent,930,23,953,0.07,Lost
Karnataka,Haveri,JAGADISH YALLAPPA BANKAPURA,Independent,660,14,674,0.05,Lost
Karnataka,Haveri,TANU CHIKKANNA YADAV,Karnataka Rashtra Samithi,628,8,636,0.05,Lost
Karnataka,Haveri,H K NARASIMHAPPA,Samajwadi Janata Party(Karnataka),445,1,446,0.03,Lost
Karnataka,Haveri,VISHWANATH SHEERI,Ekam Sanatan Bharat Dal,401,0,401,0.03,Lost
Karnataka,Haveri,RASHEEDA BEGUM,Indian Movement Party,396,1,397,0.03,Lost
Karnataka,Haveri,NOTA,None of the Above,10831,34,10865,0.78,Lost
Karnataka,Kolar,M. MALLESH BABU,Janata Dal  (Secular),689185,2296,691481,51.02,Won
Karnataka,Kolar,K V GOWTHAM,Indian National Congress,618700,1393,620093,45.76,Lost
Karnataka,Kolar,SUMAN H N,Independent,6484,3,6487,0.48,Lost
Karnataka,Kolar,HOLUR SRINIVASA,Independent,6159,4,6163,0.45,Lost
Karnataka,Kolar,S B SURESHA,Bahujan Samaj Party,4688,44,4732,0.35,Lost
Karnataka,Kolar,K R DEVARAJA,Delhi Janta Party,4588,9,4597,0.34,Lost
Karnataka,Kolar,DR M. VENKATASWAMY,Independent,3336,18,3354,0.25,Lost
Karnataka,Kolar,R RANJITHKUMAR,Independent,2116,2,2118,0.16,Lost
Karnataka,Kolar,S N NARAYANASWAMY V,Independent,1971,14,1985,0.15,Lost
Karnataka,Kolar,D GOPALAKRISHNA,Socialist Party (India),1661,8,1669,0.12,Lost
Karnataka,Kolar,DEVARAJA A ALUSURUDINNE,Uttama Prajaakeeya Party,1343,11,1354,0.1,Lost
Karnataka,Kolar,M S BADARINARAYANA,Independent,1104,12,1116,0.08,Lost
Karnataka,Kolar,MAHESH A V,Karnataka Rashtra Samithi,1035,30,1065,0.08,Lost
Karnataka,Kolar,THIMMARAYAPPA,Republican Party of India (Karnataka),856,8,864,0.06,Lost
Karnataka,Kolar,R RAJENDRA,Independent,750,1,751,0.06,Lost
Karnataka,Kolar,M MUNIGANGAPPA,Independent,595,9,604,0.04,Lost
Karnataka,Kolar,M  C HALLI VENU,Viduthalai Chiruthaigal Katchi,514,7,521,0.04,Lost
Karnataka,Kolar,KRISHNAIAH N,Independent,438,5,443,0.03,Lost
Karnataka,Kolar,NOTA,None of the Above,5798,33,5831,0.43,Lost
Karnataka,Koppal,K. RAJASHEKAR BASAVARAJ HITNAL,Indian National Congress,661921,1590,663511,49.93,Won
Karnataka,Koppal,DR . BASAVARAJ. K. SHARANAPPA,Bharatiya Janata Party,614866,2288,617154,46.44,Lost
Karnataka,Koppal,MALLIKARJUN HADAPAD,Independent,7310,4,7314,0.55,Lost
Karnataka,Koppal,SHANKARA,Bahujan Samaj Party,7031,12,7043,0.53,Lost
Karnataka,Koppal,KARADI BASAVARAJ,Independent,5868,9,5877,0.44,Lost
Karnataka,Koppal,RUKMINI,Independent,5279,3,5282,0.4,Lost
Karnataka,Koppal,SURESH. GOUDA MUNDINAMANE,Independent,4641,1,4642,0.35,Lost
Karnataka,Koppal,NAGARAJ KALAL,Independent,1992,2,1994,0.15,Lost
Karnataka,Koppal,KALAPPA YACHRAPPA BADIGER VISHWAKARMA,Independent,1967,15,1982,0.15,Lost
Karnataka,Koppal,PA.YA. GANESH,Independent,1892,3,1895,0.14,Lost
Karnataka,Koppal,HANAMESH . S . H. SHAKHAPUR,Independent,1247,1,1248,0.09,Lost
Karnataka,Koppal,KAREEMPASHA GACHCHINMANI.,Independent,1233,5,1238,0.09,Lost
Karnataka,Koppal,ANNOJI RAO. G,Sarva Janata Party,1113,4,1117,0.08,Lost
Karnataka,Koppal,SHARANAPPA,Socialist Unity Centre Of India (COMMUNIST),1097,9,1106,0.08,Lost
Karnataka,Koppal,NIRUPADI K GOMARSI,Karnataka Rashtra Samithi,891,9,900,0.07,Lost
Karnataka,Koppal,RAMZANBEE,All India Ulama Congress,800,6,806,0.06,Lost
Karnataka,Koppal,D DURGA PRASAD BYATARAYANAJI,Challengers Party,798,1,799,0.06,Lost
Karnataka,Koppal,C. SHARANA BASAPPA,Republican Party of India (Karnataka),770,6,776,0.06,Lost
Karnataka,Koppal,IMAMSAB JANGLISAB MULLA,Independent,728,5,733,0.06,Lost
Karnataka,Koppal,NOTA,None of the Above,3496,23,3519,0.26,Lost
Karnataka,Mandya,H.D. KUMARASWAMY,Janata Dal  (Secular),847482,4399,851881,58.34,Won
Karnataka,Mandya,VENKATARAMANE GOWDA (STAR CHANDRU),Indian National Congress,564778,2483,567261,38.85,Lost
Karnataka,Mandya,CHANDAN GOWDA. K,Independent,12310,84,12394,0.85,Lost
Karnataka,Mandya,SHIVASHANKARA. S,Bahujan Samaj Party,6903,61,6964,0.48,Lost
